division,department,category,incident_id,incident_number,incident_type_id,request_type,request_status,request_priority,reported_date,sr_creation_channel,created_by_user,resolution_code,group_name,address1,city,state,parcel_id,sub_district,creation_date,last_update_date,last_updated_by,ce_category,full_address,location1,_100_block_coordinate,:@computed_region_me95_vbw4,:@computed_region_xf2b_u4zq,:@computed_region_gxae_hf64,:@computed_region_stch_rtry,:@computed_region_dgrd_cuuf,:@computed_region_fuzm_ngj2,:@computed_region_scpn_qt9a,:@computed_region_y9za_kydd,resolution_summary,close_date,postal_code,target_block,:@computed_region_m99d_em2n,followup_date,:@computed_region_nyzj_ikpv,district,map_page,area,zone,collection_day,:@computed_region_qnac_u4vd,resolution_code_meaning,incident_resolved_date,last_modified_date,next_open_task_date,owner_name,street_name,number_of_tasks,created_by,last_update_login,swm_code
Solid Waste Management,Solid Waste Management,Cart Maintenance,7137181,7137181,10441,SWM-Missing Cart,Closed,Low,2024-07-10T12:53:00.000,WEB,Esri_Anonymous,SWM100,CITIZEN,"3215 Powell Ave, Memphis, TN, 38112, USA",MEMPHIS,Tennessee,038009  00012,,2024-07-10T12:54:46.000,2024-07-18T08:51:57.000,Esri_Anonymous,,"3215 Powell Ave, Memphis, TN, 38112, USA","{'type': 'Point', 'coordinates': [-89.9734071, 35.1468552]}","{'type': 'Point', 'coordinates': [-89.953659014, 35.154538013]}",11,9,4,2,18,5,2,9,"On site T150201, lease cart  needs to be picked up, cart is not empty, pics taken & emailed to Maleka",2024-07-18T00:00:00.000,38112,,7,,,,030,B,B1,Wednesday,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,Code Enforcement,Miscellaneous,7078719,7078719,10396,CE-Code Miscellaneous,Closed,Low,2024-04-19T12:32:00.000,WEB,Sa_GISIdentitystore,DISM,Memphis,1744 DUPONT AVE,MEMPHIS,Tennessee,070088  00006C,7-5,2024-04-19T12:43:07.000,2024-07-17T07:52:03.000,Esri_Anonymous,NOT-CATEGORIZED,1744 DUPONT AVE,"{'type': 'Point', 'coordinates': [-90.005192, 35.220885]}","{'type': 'Point', 'coordinates': [-90.005853041, 35.196828989]}",23,1,7,1,12,7,1,3,,,38127,13,4,2024-05-09T10:32:03.000,,,,,,,,,,,,,,,,,
Public Works,GROUNDS MAINTENANCE,Weeds,7151827,7151827,10205,CW-Weeds Vacant Lots,Closed,Low,2024-08-15T10:23:00.000,WEB,,DUPLICATE,Memphis,481 W DIXIE RD,MEMPHIS,Tennessee,075016  00001C,,2024-08-15T10:25:19.000,2024-08-23T14:06:40.000,,,481 W DIXIE RD,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.079970375, 35.064548079]}",3,8,6,1,2,7,1,6,,2024-08-23T00:00:00.000,,155,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7092848,7092848,10400,CE-Vehicle Violations,Closed,Low,2024-05-18T18:53:00.000,WEB,Esri_Anonymous,CVOID,CITIZEN,"356-376 E Essex Ave, Memphis, TN, 38106, USA",MEMPHIS,Tennessee,034012  00015,6-7,2024-05-18T22:02:38.000,2024-07-18T17:53:55.000,Esri_Anonymous,NOT-CATEGORIZED,"356-376 E Essex Ave, Memphis, TN, 38106, USA","{'type': 'Point', 'coordinates': [-90.038906, 35.105499]}","{'type': 'Point', 'coordinates': [-90.050011597, 35.103478479]}",6,14,6,1,9,6,1,1,,,38106,126,5,,,,,,,,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,GROUNDS MAINTENANCE,Weeds,7139423,7139423,10205,CW-Weeds Vacant Lots,Closed,Low,2024-07-16T12:22:00.000,WEB,Sa_GISIdentitystore,WEEDS CUT VERIFIED,Memphis,606 BODLEY,MEMPHIS,Tennessee,049066  00013,,2024-07-16T12:24:21.000,2024-09-10T14:19:39.000,,,606 BODLEY,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.04287004, 35.084517982]}",3,8,6,1,2,7,1,6,,2024-09-10T00:00:00.000,,133,,,,,,,,,,,2024-09-03T10:28:32.000,,,,,,,,
Public Works,Code Enforcement,Weeds,7100728,7100728,10547,CE-Weeds Occupied Property,Closed,Low,2024-05-30T16:07:00.000,WEB,Esri_Anonymous,NJ,Memphis,3048 BEAUCHAMP DR,MEMPHIS,Tennessee,060195  00035,3-2,2024-07-06T00:05:25.000,2024-07-18T10:47:38.000,Esri_Anonymous,NOT-CATEGORIZED,3048 BEAUCHAMP DR,"{'type': 'Point', 'coordinates': [-89.9258359, 35.0439658]}","{'type': 'Point', 'coordinates': [-89.962019962, 35.041877984]}",17,11,3,1,8,3,1,8,,,38118,190,2,2024-07-18T10:47:34.000,,,,,,,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,Code Enforcement,Miscellaneous,7092460,7092460,10396,CE-Code Miscellaneous,Closed,Low,2024-05-17T10:52:00.000,WEB,Sa_GISIdentitystore,CVOM,Memphis,1949 PHILSAR,MEMPHIS,Tennessee,049017  00014C,6-7,2024-05-17T10:58:57.000,2024-07-18T12:35:23.000,Esri_Anonymous,NOT-CATEGORIZED,1949 PHILSAR,"{'type': 'Point', 'coordinates': [-90.038906, 35.105499]}","{'type': 'Point', 'coordinates': [-90.045561972, 35.093846999]}",6,14,6,1,9,6,1,1,07-18-2024 CVOM UNABLE TO REACH TENANT FOR RECHECK (JN),,38106,131,5,2024-05-22T14:28:51.000,,,,,,,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,Code Enforcement,Miscellaneous,7043258,7043258,10396,CE-Code Miscellaneous,Closed,Low,2024-01-22T09:19:00.000,WEB,Esri_Anonymous,NJ,Memphis,2743 KETCHUM RD,MEMPHIS,Tennessee,060137  00171C,,2024-01-24T14:30:16.000,2024-01-25T12:01:36.000,Esri_Anonymous,NOT-CATEGORIZED,2743 KETCHUM RD,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.970831019, 35.07986502]}",3,8,6,1,2,7,1,6,NO FURTHER ACTIONS WILL BE TAKEN AT THIS TIME,2024-01-25T12:00:01.000,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Miscellaneous,7068017,7068017,10396,CE-Code Miscellaneous,Closed,Low,2024-03-23T10:19:00.000,WEB,Sa_GISIdentitystore,,CITIZEN,"696 E Mallory Ave, Memphis, TN, 38106, USA",MEMPHIS,Tennessee,049058  00033,,2024-04-19T12:23:06.000,2024-05-31T12:45:51.000,Esri_Anonymous,,"696 E Mallory Ave, Memphis, TN, 38106, USA","{'type': 'Point', 'coordinates': [-90.038906, 35.105499]}","{'type': 'Point', 'coordinates': [-90.039802012, 35.086418998]}",6,14,6,1,9,6,1,1,,2024-04-02T14:35:26.000,38106,,5,,,,,,,,,,,,,,,,,,
Public Works,GROUNDS MAINTENANCE,Weeds,7143202,7143202,10205,CW-Weeds Vacant Lots,Closed,Low,2024-07-25T08:57:00.000,WEB,,WEEDS CUT UNBILLABLE,Memphis,3758 MOUNTAIN TERRACE ST,MEMPHIS,Tennessee,072101  00147,,2024-07-30T17:19:52.000,2024-09-13T12:57:47.000,,,3758 MOUNTAIN TERRACE ST,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.983489684, 35.228172669]}",3,8,6,1,2,7,1,6,,2024-09-13T00:00:00.000,,5,,,,,,,,,,,2024-08-23T03:16:55.000,,,,,,,,
Public Works,GROUNDS MAINTENANCE,Weeds,7149055,7149055,10204,CW-Weeds Vacant Houses,Closed,Low,2024-08-07T11:03:00.000,WEB,,WEEDS CUT UNBILLABLE,Memphis,939 LEACREST AVE,MEMPHIS,Tennessee,075139  00038,,2024-08-07T11:04:59.000,2024-09-17T08:25:09.000,,,939 LEACREST AVE,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.095468997, 35.034053016]}",3,8,6,1,2,7,1,6,,2024-09-17T00:00:00.000,,163,,2024-08-20T12:57:12.000,,,,,,,,,2024-09-08T12:33:40.000,,,,,,,,
Public Works,Code Enforcement,Miscellaneous,7096607,7096607,10396,CE-Code Miscellaneous,Closed,Low,2024-05-28T14:29:00.000,WEB,Sa_GISIdentitystore,CVOM,Memphis,4981 HIDDEN LAKE LN,MEMPHIS,Tennessee,088008  00184,1-2,2024-05-28T14:33:53.000,2024-07-18T15:07:38.000,Esri_Anonymous,NOT-CATEGORIZED,4981 HIDDEN LAKE LN,"{'type': 'Point', 'coordinates': [-89.9262716, 35.2193801]}","{'type': 'Point', 'coordinates': [-89.896889976, 35.201079997]}",24,2,1,2,25,1,2,3,AT THE OF INSPECTION VIOLATION WAS CORRECTED.,2024-07-10T11:22:19.000,38128,25,10,,,,,,,,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,CE Commercial,Miscellaneous,7023534,7023534,21747,COMM - Miscellaneous,Closed,Medium,2024-01-02T18:00:00.000,WEB,Sa_GISIdentitystore,BACK TO MCSC,MEMPHIS,1711 PENDLETON ST,MEMPHIS,TN,047073  00028,,2024-01-03T16:41:55.000,2024-03-06T13:47:30.000,Esri_Anonymous,,1711 PENDLETON ST,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.970708978, 35.098144987]}",3,8,6,1,2,7,1,6,,,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Structures,7082520,7082520,10409,"CE-Substandard,Derelict Struc",Closed,Low,2024-04-30T15:57:00.000,WEB,Sa_GISIdentitystore,CVOM,Memphis,2162 WILSON RD,MEMPHIS,Tennessee,079086  00025,,2024-04-30T16:06:35.000,2024-05-15T12:56:18.000,Esri_Anonymous,NOT-CATEGORIZED,2162 WILSON RD,"{'type': 'Point', 'coordinates': [-90.014934, 35.034303]}","{'type': 'Point', 'coordinates': [-89.991702042, 35.013928988]}",15,12,3,1,43,3,1,7,,,38116,184,21,,,,,,,,1,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Junky Yard,7096301,7096301,10395,CE-Junky Yard,Closed,Low,2024-05-28T09:53:00.000,WEB,Sa_GISIdentitystore,CVOYC,Memphis,3051 BEAUCHAMP DR,MEMPHIS,Tennessee,060194  00004,3-2,2024-05-28T10:02:24.000,2024-07-18T10:47:08.000,Esri_Anonymous,NOT-CATEGORIZED,3051 BEAUCHAMP DR,"{'type': 'Point', 'coordinates': [-89.9258359, 35.0439658]}","{'type': 'Point', 'coordinates': [-89.961950979, 35.04142402]}",17,11,3,1,8,3,1,8,PRINTED AND MAILED 5/29/2024-BH,,38118,190,2,2024-07-18T10:46:50.000,,,,,,,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,CE Commercial,Miscellaneous,7078179,7078179,21747,COMM - Miscellaneous,Closed,Medium,2024-04-16T19:00:00.000,WEB,Sa_GISIdentitystore,JA-COMM,MEMPHIS,3233 S HIGHWAY 51,MEMPHIS,TN,077011  00004,,2024-04-18T12:07:12.000,2024-05-09T08:12:18.000,Esri_Anonymous,NOT-CATEGORIZED,3233 S HIGHWAY 51,"{'type': 'Point', 'coordinates': [-90.014934, 35.034303]}","{'type': 'Point', 'coordinates': [-90.023889481, 35.060587627]}",15,12,3,1,43,3,1,7,closed,2024-05-09T00:00:00.000,38116,157,21,,,,,,,,1,,,,,,,,,,
Public Works,GROUNDS MAINTENANCE,Weeds,7153760,7153760,10204,CW-Weeds Vacant Houses,Closed,Medium,2024-08-15T19:00:00.000,WEB,,NO VIOLATION,MEMPHIS,,MEMPHIS,TN,025066  00005,,2024-08-20T19:11:49.000,2024-08-29T08:04:08.000,,,,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}",3,8,6,1,2,7,1,6,,,,119,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7097531,7097531,10400,CE-Vehicle Violations,Closed,Low,2024-05-30T08:07:00.000,WEB,Sa_GISIdentitystore,NJ,Memphis,671 E FRANK CIR,MEMPHIS,Tennessee,049045  00029,6-7,2024-05-30T08:14:50.000,2024-07-18T11:18:47.000,Esri_Anonymous,NOT-CATEGORIZED,671 E FRANK CIR,"{'type': 'Point', 'coordinates': [-90.038906, 35.105499]}","{'type': 'Point', 'coordinates': [-90.039685001, 35.091046018]}",6,14,6,1,9,6,1,1,07-18-2024 NJ NO VIOLATION AT TIME OF INSPECTION(JN),,38106,133,5,,,,,,,,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,GROUNDS MAINTENANCE,Weeds,7146692,7146692,10204,CW-Weeds Vacant Houses,Closed,Low,2024-07-31T22:37:00.000,WEB,,NO VIOLATION,CITIZEN,"2583 Henderson St, Memphis, TN, 38127, USA",MEMPHIS,Tennessee,,,2024-08-01T09:28:08.000,2024-08-22T10:32:50.000,,,"2583 Henderson St, Memphis, TN, 38127, USA","{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.012807003, 35.195870015]}",3,8,6,1,2,7,1,6,,,,13,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Weeds,7123199,7123199,10547,CE-Weeds Occupied Property,Closed,Low,2024-06-18T10:43:00.000,WEB,Esri_Anonymous,NJ,Memphis,4780 KITTY DR,MEMPHIS,Tennessee,088008  00066,1-2,2024-06-18T22:07:12.000,2024-07-18T15:10:32.000,Esri_Anonymous,NOT-CATEGORIZED,4780 KITTY DR,"{'type': 'Point', 'coordinates': [-89.9262716, 35.2193801]}","{'type': 'Point', 'coordinates': [-89.903405984, 35.203226979]}",24,2,1,2,25,1,2,3,AT THE TIME OF INSPECTION THERE WAS NO VIOLATION FOR HIGH GRASS AND WEEDS.,2024-07-17T10:14:31.000,38128,25,10,,,,,,,,,,,,,,FME_CONDITIONAL:DEFAULT_VALUE'<at>Value<openparen>FULL_ADDRESS<closeparen>'BOOL_OP;AND;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> RANGE <openbracket>0<comma>9<closebracket>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> CONTAINS <comma>'<at>Substring<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><space><comma><space><at>Value<openparen>str_len<closeparen><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;CASE_INSENSITIVE_TEST <at>Value<openparen>FULL_ADDRESS<closeparen> NOT_CONTAINS <comma>'<at>Right<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><space><at>sub<openparen><at>StringLength<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><closeparen><space><comma><space><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><space><quote><closeparen><closeparen><space><closeparen>'BOOL_OP;OR;COMPOSITE_TEST;<Unused>;NUM_TEST <at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma>1<closeparen> NOT_RANGE <openbracket>0<comma>9<closebracket>'<at>Left<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><at>FindString<openparen><at>Value<openparen>FULL_ADDRESS<closeparen><comma><quote><comma><quote><closeparen><closeparen>'FME_NUM_CONDITIONS4___,,,,
Public Works,Code Enforcement,Miscellaneous,7097591,7097591,10396,CE-Code Miscellaneous,Closed,Low,2024-05-30T08:50:00.000,WEB,Sa_GISIdentitystore,CVOM,Memphis,3081 SAINT CHARLES DR,MEMPHIS,Tennessee,070042  00058C,7-7,2024-05-30T08:55:14.000,2024-07-11T12:21:10.000,Esri_Anonymous,NOT-CATEGORIZED,3081 SAINT CHARLES DR,"{'type': 'Point', 'coordinates': [-90.005192, 35.220885]}","{'type': 'Point', 'coordinates': [-90.014, 35.209621994]}",23,1,7,1,12,7,1,3,7.11.24 AT THE TIME OF INSPECTION SPOKE WITH TENANT WHO STATED EVERYTHING HAS BEEN RESOLVED/REPAIRED,2024-07-11T12:18:02.000,38127,9,4,2024-06-20T14:54:19.000,,,,,,,,,,,,,,,,,
